id,snapshot_url
52618,ftp://ee220cpc3.ecn.purdue.edu/NYS/12847.jpg
52619,ftp://ee220cpc3.ecn.purdue.edu/NYS/12848.jpg
52620,ftp://ee220cpc3.ecn.purdue.edu/NYS/12849.jpg
52621,ftp://ee220cpc3.ecn.purdue.edu/NYS/12850.jpg
52622,ftp://ee220cpc3.ecn.purdue.edu/NYS/12851.jpg
52623,ftp://ee220cpc3.ecn.purdue.edu/NYS/12852.jpg
52624,ftp://ee220cpc3.ecn.purdue.edu/NYS/12853.jpg
52625,ftp://ee220cpc3.ecn.purdue.edu/NYS/12854.jpg
52626,ftp://ee220cpc3.ecn.purdue.edu/NYS/12855.jpg
52627,ftp://ee220cpc3.ecn.purdue.edu/NYS/12856.jpg
52628,ftp://ee220cpc3.ecn.purdue.edu/NYS/12857.jpg
52629,ftp://ee220cpc3.ecn.purdue.edu/NYS/12858.jpg
52630,ftp://ee220cpc3.ecn.purdue.edu/NYS/12859.jpg
52631,ftp://ee220cpc3.ecn.purdue.edu/NYS/12860.jpg
52632,ftp://ee220cpc3.ecn.purdue.edu/NYS/12861.jpg
52633,ftp://ee220cpc3.ecn.purdue.edu/NYS/12862.jpg
52634,ftp://ee220cpc3.ecn.purdue.edu/NYS/12863.jpg
52635,ftp://ee220cpc3.ecn.purdue.edu/NYS/12864.jpg
52636,ftp://ee220cpc3.ecn.purdue.edu/NYS/12865.jpg
52637,ftp://ee220cpc3.ecn.purdue.edu/NYS/12866.jpg
52638,ftp://ee220cpc3.ecn.purdue.edu/NYS/12867.jpg
52639,ftp://ee220cpc3.ecn.purdue.edu/NYS/12868.jpg
52640,ftp://ee220cpc3.ecn.purdue.edu/NYS/12869.jpg
52641,ftp://ee220cpc3.ecn.purdue.edu/NYS/12870.jpg
52642,ftp://ee220cpc3.ecn.purdue.edu/NYS/12871.jpg
52643,ftp://ee220cpc3.ecn.purdue.edu/NYS/12872.jpg
52644,ftp://ee220cpc3.ecn.purdue.edu/NYS/12873.jpg
52645,ftp://ee220cpc3.ecn.purdue.edu/NYS/12874.jpg
52646,ftp://ee220cpc3.ecn.purdue.edu/NYS/12875.jpg
52647,ftp://ee220cpc3.ecn.purdue.edu/NYS/12876.jpg
52648,ftp://ee220cpc3.ecn.purdue.edu/NYS/12877.jpg
52649,ftp://ee220cpc3.ecn.purdue.edu/NYS/12878.jpg
52650,ftp://ee220cpc3.ecn.purdue.edu/NYS/12879.jpg
52651,ftp://ee220cpc3.ecn.purdue.edu/NYS/12880.jpg
52652,ftp://ee220cpc3.ecn.purdue.edu/NYS/12881.jpg
52653,ftp://ee220cpc3.ecn.purdue.edu/NYS/12882.jpg
52654,ftp://ee220cpc3.ecn.purdue.edu/NYS/12925.jpg
52655,ftp://ee220cpc3.ecn.purdue.edu/NYS/12926.jpg
52656,ftp://ee220cpc3.ecn.purdue.edu/NYS/12927.jpg
52657,ftp://ee220cpc3.ecn.purdue.edu/NYS/12928.jpg
52658,ftp://ee220cpc3.ecn.purdue.edu/NYS/12929.jpg
52659,ftp://ee220cpc3.ecn.purdue.edu/NYS/12930.jpg
52660,ftp://ee220cpc3.ecn.purdue.edu/NYS/12931.jpg
52661,ftp://ee220cpc3.ecn.purdue.edu/NYS/12932.jpg
52662,ftp://ee220cpc3.ecn.purdue.edu/NYS/12933.jpg
52663,ftp://ee220cpc3.ecn.purdue.edu/NYS/12934.jpg
52664,ftp://ee220cpc3.ecn.purdue.edu/NYS/12935.jpg
52665,ftp://ee220cpc3.ecn.purdue.edu/NYS/12936.jpg
52666,ftp://ee220cpc3.ecn.purdue.edu/NYS/12937.jpg
52667,ftp://ee220cpc3.ecn.purdue.edu/NYS/12938.jpg
52668,ftp://ee220cpc3.ecn.purdue.edu/NYS/12939.jpg
52669,ftp://ee220cpc3.ecn.purdue.edu/NYS/12940.jpg
52670,ftp://ee220cpc3.ecn.purdue.edu/NYS/12941.jpg
52671,ftp://ee220cpc3.ecn.purdue.edu/NYS/12942.jpg
52672,ftp://ee220cpc3.ecn.purdue.edu/NYS/12943.jpg
52673,ftp://ee220cpc3.ecn.purdue.edu/NYS/12944.jpg
52674,ftp://ee220cpc3.ecn.purdue.edu/NYS/12945.jpg
52675,ftp://ee220cpc3.ecn.purdue.edu/NYS/12946.jpg
52676,ftp://ee220cpc3.ecn.purdue.edu/NYS/12947.jpg
52677,ftp://ee220cpc3.ecn.purdue.edu/NYS/12948.jpg
52678,ftp://ee220cpc3.ecn.purdue.edu/NYS/12949.jpg
52679,ftp://ee220cpc3.ecn.purdue.edu/NYS/12950.jpg
52680,ftp://ee220cpc3.ecn.purdue.edu/NYS/12951.jpg
52681,ftp://ee220cpc3.ecn.purdue.edu/NYS/12952.jpg
52682,ftp://ee220cpc3.ecn.purdue.edu/NYS/12953.jpg
52683,ftp://ee220cpc3.ecn.purdue.edu/NYS/12954.jpg
52684,ftp://ee220cpc3.ecn.purdue.edu/NYS/12955.jpg
52685,ftp://ee220cpc3.ecn.purdue.edu/NYS/12956.jpg
52686,ftp://ee220cpc3.ecn.purdue.edu/NYS/12957.jpg
52687,ftp://ee220cpc3.ecn.purdue.edu/NYS/12958.jpg
52688,ftp://ee220cpc3.ecn.purdue.edu/NYS/12959.jpg
52689,ftp://ee220cpc3.ecn.purdue.edu/NYS/12960.jpg
52690,ftp://ee220cpc3.ecn.purdue.edu/NYS/12961.jpg
52691,ftp://ee220cpc3.ecn.purdue.edu/NYS/12962.jpg
52692,ftp://ee220cpc3.ecn.purdue.edu/NYS/12963.jpg
52693,ftp://ee220cpc3.ecn.purdue.edu/NYS/12964.jpg
52694,ftp://ee220cpc3.ecn.purdue.edu/NYS/12965.jpg
52695,ftp://ee220cpc3.ecn.purdue.edu/NYS/12966.jpg
52696,ftp://ee220cpc3.ecn.purdue.edu/NYS/12967.jpg
52697,ftp://ee220cpc3.ecn.purdue.edu/NYS/12968.jpg
52698,ftp://ee220cpc3.ecn.purdue.edu/NYS/12969.jpg
52699,ftp://ee220cpc3.ecn.purdue.edu/NYS/12977.jpg
52700,ftp://ee220cpc3.ecn.purdue.edu/NYS/12978.jpg
52701,ftp://ee220cpc3.ecn.purdue.edu/NYS/12979.jpg
52702,ftp://ee220cpc3.ecn.purdue.edu/NYS/12980.jpg
52703,ftp://ee220cpc3.ecn.purdue.edu/NYS/12981.jpg
52704,ftp://ee220cpc3.ecn.purdue.edu/NYS/12982.jpg
52705,ftp://ee220cpc3.ecn.purdue.edu/NYS/12983.jpg
52706,ftp://ee220cpc3.ecn.purdue.edu/NYS/12985.jpg
52707,ftp://ee220cpc3.ecn.purdue.edu/NYS/12987.jpg
52708,ftp://ee220cpc3.ecn.purdue.edu/NYS/12988.jpg
52709,ftp://ee220cpc3.ecn.purdue.edu/NYS/12989.jpg
52710,ftp://ee220cpc3.ecn.purdue.edu/NYS/12990.jpg
52711,ftp://ee220cpc3.ecn.purdue.edu/NYS/12991.jpg
52712,ftp://ee220cpc3.ecn.purdue.edu/NYS/12998.jpg
52713,ftp://ee220cpc3.ecn.purdue.edu/NYS/12999.jpg
52714,ftp://ee220cpc3.ecn.purdue.edu/NYS/13000.jpg
52715,ftp://ee220cpc3.ecn.purdue.edu/NYS/13001.jpg
52716,ftp://ee220cpc3.ecn.purdue.edu/NYS/13002.jpg
52717,ftp://ee220cpc3.ecn.purdue.edu/NYS/13003.jpg
52718,ftp://ee220cpc3.ecn.purdue.edu/NYS/13004.jpg
52719,ftp://ee220cpc3.ecn.purdue.edu/NYS/13005.jpg
52720,ftp://ee220cpc3.ecn.purdue.edu/NYS/13006.jpg
52721,ftp://ee220cpc3.ecn.purdue.edu/NYS/13007.jpg
52722,ftp://ee220cpc3.ecn.purdue.edu/NYS/13008.jpg
52723,ftp://ee220cpc3.ecn.purdue.edu/NYS/13009.jpg
52724,ftp://ee220cpc3.ecn.purdue.edu/NYS/13010.jpg
52725,ftp://ee220cpc3.ecn.purdue.edu/NYS/13011.jpg
52726,ftp://ee220cpc3.ecn.purdue.edu/NYS/13012.jpg
52727,ftp://ee220cpc3.ecn.purdue.edu/NYS/13013.jpg
52728,ftp://ee220cpc3.ecn.purdue.edu/NYS/13014.jpg
52729,ftp://ee220cpc3.ecn.purdue.edu/NYS/13015.jpg
52730,ftp://ee220cpc3.ecn.purdue.edu/NYS/13016.jpg
52731,ftp://ee220cpc3.ecn.purdue.edu/NYS/13017.jpg
52732,ftp://ee220cpc3.ecn.purdue.edu/NYS/13018.jpg
