ip,port,image_path
50.128.147.125,8080,/now.jpg
50.140.65.213,50000,/SnapshotJPEG?Resolution
129.137.5.205,80,/axis-cgi/jpg/image.cgi
129.137.5.206,80,/axis-cgi/jpg/image.cgi
171.67.81.239,80,/axis-cgi/jpg/image.cgi
216.49.101.242,80,NULL
208.125.122.78,50000,/SnapshotJPEG?Resolution
108.237.12.55,85,/SnapshotJPEG?Resolution
173.15.40.9,2070,/SnapshotJPEG?Resolution
71.61.4.40,9000,NULL
99.8.142.241,5000,/SnapshotJPEG?Resolution
207.98.216.100,2306,/axis-cgi/jpg/image.cgi
207.98.216.100,2309,/axis-cgi/jpg/image.cgi
67.249.78.81,5000,/SnapshotJPEG?Resolution
69.5.20.121,80,NULL
74.71.142.64,9003,/SnapshotJPEG?Resolution
129.21.154.67,80,/axis-cgi/jpg/image.cgi
24.229.220.159,12393,/SnapshotJPEG?Resolution
24.229.220.159,12394,/SnapshotJPEG?Resolution
24.229.220.159,12395,/SnapshotJPEG?Resolution
24.229.220.159,12396,/SnapshotJPEG?Resolution
24.229.220.159,12397,/SnapshotJPEG?Resolution
24.229.220.159,12400,/SnapshotJPEG?Resolution
150.160.7.30,80,/axis-cgi/jpg/image.cgi
150.160.7.33,80,/axis-cgi/jpg/image.cgi
150.160.111.30,80,/axis-cgi/jpg/image.cgi
66.244.113.2,80,/axis-cgi/jpg/image.cgi
129.21.236.7,80,NULL
143.226.67.91,80,/axis-cgi/jpg/image.cgi
163.11.75.21,80,/axis-cgi/jpg/image.cgi
96.249.39.25,80,/axis-cgi/jpg/image.cgi
137.159.180.77,80,NULL
129.3.1.90,80,NULL
163.11.75.24,80,/axis-cgi/jpg/image.cgi
199.20.14.240,80,/axis-cgi/jpg/image.cgi
71.164.191.87,80,/axis-cgi/jpg/image.cgi
50.76.244.73,80,/axis-cgi/jpg/image.cgi
50.124.143.90,8010,/axis-cgi/jpg/image.cgi
67.141.206.85,80,/axis-cgi/jpg/image.cgi?&dummy=1353958019008
98.102.110.114,81,/axis-cgi/jpg/image.cgi
172.28.208.8,80,/2/image.jpg
108.0.241.50,81,/axis-cgi/jpg/image.cgi
108.0.241.50,83,NULL
108.0.241.50,85,/axis-cgi/jpg/image.cgi
108.249.92.159,80,/SnapshotJPEG?Resolution
108.73.175.101,8007,/axis-cgi/jpg/image.cgi
108.73.175.101,8009,/axis-cgi/jpg/image.cgi
108.73.175.101,8010,/axis-cgi/jpg/image.cgi
12.111.83.14,8183,/SnapshotJPEG?Resolution
12.16.241.212,80,/SnapshotJPEG?Resolution
12.16.241.212,8080,/SnapshotJPEG?Resolution
12.184.110.78,8186,/SnapshotJPEG?Resolution
12.43.112.241,80,/record/current.jpg
12.52.91.101,80,/axis-cgi/jpg/image.cgi
128.118.149.98,80,/axis-cgi/jpg/image.cgi
128.125.59.52,80,/SnapshotJPEG?Resolution
128.151.213.230,80,NULL
128.174.122.42,80,NULL
128.186.64.84,80,/axis-cgi/jpg/image.cgi
128.194.172.9,80,/axis-cgi/jpg/image.cgi
128.194.59.235,80,/axis-cgi/jpg/image.cgi
128.2.53.186,80,/axis-cgi/jpg/image.cgi
128.205.54.65,80,/axis-cgi/jpg/image.cgi
128.210.133.201,80,/axis-cgi/jpg/image.cgi
128.210.180.179,80,/axis-cgi/jpg/image.cgi
128.227.212.32,80,/axis-cgi/jpg/image.cgi
128.230.5.49,80,/axis-cgi/jpg/image.cgi
128.91.223.74,80,/SnapshotJPEG?Resolution
128.97.43.214,80,/axis-cgi/jpg/image.cgi
129.116.85.182,80,/axis-cgi/jpg/image.cgi
129.171.166.230,80,/axis-cgi/jpg/image.cgi
129.171.33.49,80,/axis-cgi/jpg/image.cgi
129.21.166.45,80,NULL
129.21.166.46,80,NULL
129.21.27.204,80,/axis-cgi/jpg/image.cgi
129.22.128.85,80,/axis-cgi/jpg/image.cgi
129.252.89.30,80,NULL
129.65.176.6,80,/axis-cgi/jpg/image.cgi
129.65.37.4,80,/axis-cgi/jpg/image.cgi
129.65.42.91,80,/axis-cgi/jpg/image.cgi
129.7.228.30,80,/axis-cgi/jpg/image.cgi
129.7.48.166,80,/axis-cgi/jpg/image.cgi
130.182.52.20,80,NULL
130.49.240.237,80,NULL
131.156.107.87,80,/axis-cgi/jpg/image.cgi
131.156.70.35,80,/axis-cgi/jpg/image.cgi
131.247.8.60,80,/axis-cgi/jpg/image.cgi
131.247.8.66,80,/axis-cgi/jpg/image.cgi
131.91.96.252,8080,/axis-cgi/jpg/image.cgi
132.239.223.195,80,/axis-cgi/jpg/image.cgi
136.142.166.244,80,NULL
136.183.194.24,80,/axis-cgi/jpg/image.cgi
136.223.17.230,80,/axis-cgi/jpg/image.cgi
137.110.112.53,80,/axis-cgi/jpg/image.cgi
137.110.137.50,80,NULL
137.110.165.51,80,/axis-cgi/jpg/image.cgi
137.112.33.178,80,/SnapshotJPEG?Resolution
137.159.36.77,80,NULL
138.23.53.52,80,NULL
138.237.46.71,80,/axis-cgi/jpg/image.cgi
138.237.46.72,80,/axis-cgi/jpg/image.cgi
139.127.254.40,80,NULL
140.192.109.189,80,/axis-cgi/jpg/image.cgi
140.192.244.123,80,/axis-cgi/jpg/image.cgi
140.192.244.124,80,/axis-cgi/jpg/image.cgi
140.192.244.125,80,/axis-cgi/jpg/image.cgi
142.105.225.149,80,/axis-cgi/jpg/image.cgi
143.226.67.93,80,/axis-cgi/jpg/image.cgi
143.67.114.4,80,/axis-cgi/jpg/image.cgi
143.67.163.5,80,/axis-cgi/jpg/image.cgi
144.142.232.76,80,NULL
144.80.32.51,80,/axis-cgi/jpg/image.cgi
144.91.97.79,80,/axis-cgi/jpg/image.cgi
146.139.72.77,80,/axis-cgi/jpg/image.cgi
146.139.72.79,80,/axis-cgi/jpg/image.cgi
146.163.145.62,80,/axis-cgi/jpg/image.cgi
147.126.1.6,80,/axis-cgi/jpg/image.cgi
148.84.57.11,80,/axis-cgi/jpg/image.cgi
149.106.62.122,80,/axis-cgi/jpg/image.cgi
149.159.112.246,80,/axis-cgi/jpg/image.cgi
149.165.236.111,80,/axis-cgi/jpg/image.cgi
149.165.236.112,80,/axis-cgi/jpg/image.cgi
149.165.236.114,80,/axis-cgi/jpg/image.cgi
149.43.156.106,80,/axis-cgi/jpg/image.cgi
149.43.156.108,80,/axis-cgi/jpg/image.cgi
149.76.12.4,80,/axis-cgi/jpg/image.cgi
152.14.22.253,80,/axis-cgi/jpg/image.cgi
152.14.48.66,80,/axis-cgi/jpg/image.cgi
152.3.32.5,80,/axis-cgi/jpg/image.cgi
152.33.35.54,80,/axis-cgi/jpg/image.cgi
155.247.106.15,80,/axis-cgi/jpg/image.cgi
156.56.9.164,80,/axis-cgi/jpg/image.cgi
159.178.22.28,80,/axis-cgi/jpg/image.cgi
159.218.60.31,80,/axis-cgi/jpg/image.cgi
160.39.101.194,80,/axis-cgi/jpg/image.cgi
160.39.97.178,80,/axis-cgi/jpg/image.cgi
169.237.31.82,80,/axis-cgi/jpg/image.cgi
173.10.230.13,81,NULL
173.12.124.120,80,/axis-cgi/jpg/image.cgi
173.12.50.165,80,/axis-cgi/jpg/image.cgi
173.12.69.54,81,/record/current.jpg
173.12.69.54,82,/record/current.jpg
173.12.69.54,83,/record/current.jpg
173.162.116.238,80,NULL
173.163.40.33,54546,NULL
173.163.40.33,54548,NULL
173.164.239.206,80,/axis-cgi/jpg/image.cgi
173.165.159.41,8086,/record/current.jpg
173.17.101.142,6109,/axis-cgi/jpg/image.cgi
173.185.98.141,8080,NULL
173.19.162.41,6009,/axis-cgi/jpg/image.cgi
173.19.163.156,6109,/axis-cgi/jpg/image.cgi
173.203.85.226,80,NULL
173.22.77.39,80,/axis-cgi/jpg/image.cgi
173.220.18.186,8040,NULL
173.221.241.197,80,/axis-cgi/jpg/image.cgi
173.247.252.198,80,NULL
173.60.88.220,8080,/axis-cgi/jpg/image.cgi
173.8.132.58,80,NULL
173.8.132.58,80,NULL
184.171.227.54,84,NULL
184.39.139.199,80,/axis-cgi/jpg/image.cgi
184.8.250.197,50005,/SnapshotJPEG?Resolution
192.146.191.77,80,/axis-cgi/jpg/image.cgi
192.153.31.251,80,/axis-cgi/jpg/image.cgi
192.185.5.29,80,NULL
192.185.79.88,80,NULL
192.189.3.112,80,/axis-cgi/jpg/image.cgi
192.189.3.116,80,/axis-cgi/jpg/image.cgi
192.189.3.118,80,/axis-cgi/jpg/image.cgi
192.189.3.97,80,/axis-cgi/jpg/image.cgi
192.203.224.2,100,/axis-cgi/jpg/image.cgi
192.208.239.230,80,NULL
198.129.105.84,8098,NULL
198.188.13.110,80,/axis-cgi/jpg/image.cgi
198.199.140.49,80,/SnapshotJPEG?Resolution
199.102.116.23,80,/SnapshotJPEG?Resolution
199.34.228.100,80,NULL
199.36.177.234,80,NULL
204.117.196.50,65309,NULL
204.215.38.82,80,/axis-cgi/jpg/image.cgi
204.68.81.61,80,/axis-cgi/jpg/image.cgi
204.68.81.62,80,/axis-cgi/jpg/image.cgi
204.68.81.63,80,/axis-cgi/jpg/image.cgi
204.68.81.64,80,/axis-cgi/jpg/image.cgi
204.68.81.65,80,/axis-cgi/jpg/image.cgi
204.68.81.66,80,/axis-cgi/jpg/image.cgi
205.155.65.48,80,/axis-cgi/jpg/image.cgi
205.157.152.230,80,/axis-cgi/jpg/image.cgi
205.178.145.103,80,NULL
205.178.152.157,80,NULL
205.178.152.45,80,NULL
205.196.177.180,80,/axis-cgi/jpg/image.cgi
205.196.177.181,80,/axis-cgi/jpg/image.cgi
205.196.177.182,80,/axis-cgi/jpg/image.cgi
206.140.121.226,80,/axis-cgi/jpg/image.cgi
206.211.137.8,80,/SnapshotJPEG?Resolution
206.225.101.226,80,/axis-cgi/jpg/image.cgi
206.225.101.227,80,/axis-cgi/jpg/image.cgi
206.74.123.20,80,/axis-cgi/jpg/image.cgi
206.76.137.144,80,/axis-cgi/jpg/image.cgi
207.178.234.150,81,/axis-cgi/jpg/image.cgi
207.178.234.150,84,/axis-cgi/jpg/image.cgi
207.245.119.24,80,/axis-cgi/jpg/image.cgi
207.31.37.39,80,/SnapshotJPEG?Resolution
207.47.118.234,8000,NULL
207.67.84.157,80,NULL
207.67.84.158,80,NULL
207.71.241.113,80,/axis-cgi/jpg/image.cgi
207.98.216.100,2302,/axis-cgi/jpg/image.cgi
208.105.238.149,8001,NULL
208.125.101.74,5080,NULL
208.125.161.182,7111,/axis-cgi/jpg/image.cgi
208.180.169.87,80,/record/current.jpg
208.251.114.169,80,NULL
208.65.20.211,80,/axis-cgi/jpg/image.cgi
208.65.20.237,80,/axis-cgi/jpg/image.cgi
208.74.177.178,8081,/axis-cgi/jpg/image.cgi
208.78.189.11,80,/record/current.jpg
208.79.93.210,80,/SnapshotJPEG?Resolution
209.172.109.142,9500,/axis-cgi/jpg/image.cgi
209.242.172.131,200,/axis-cgi/jpg/image.cgi
209.248.173.92,80,/SnapshotJPEG?Resolution
209.33.181.227,80,/record/current.jpg
216.136.6.84,80,/axis-cgi/jpg/image.cgi
216.138.41.57,80,NULL
216.199.194.134,82,/record/current.jpg
216.199.212.162,80,/axis-cgi/jpg/image.cgi
216.199.212.170,80,/axis-cgi/jpg/image.cgi
216.199.92.66,80,/axis-cgi/jpg/image.cgi
216.215.184.2,80,/axis-cgi/jpg/image.cgi
216.226.126.146,80,/SnapshotJPEG?Resolution
216.226.97.36,80,/axis-cgi/jpg/image.cgi
216.27.167.66,82,NULL
216.31.235.74,80,/axis-cgi/jpg/image.cgi
216.62.222.100,80,/axis-cgi/jpg/image.cgi
216.62.222.101,80,/axis-cgi/jpg/image.cgi
216.62.222.97,80,/axis-cgi/jpg/image.cgi
216.87.186.17,80,NULL
216.99.115.55,80,/axis-cgi/jpg/image.cgi
24.105.226.184,5001,/SnapshotJPEG?Resolution
24.105.226.86,7001,/SnapshotJPEG?Resolution
24.148.121.105,7001,/SnapshotJPEG?Resolution
24.15.102.182,81,/axis-cgi/jpg/image.cgi
24.172.229.37,80,NULL
24.177.25.30,80,/axis-cgi/jpg/image.cgi
24.180.26.214,50000,/SnapshotJPEG?Resolution
24.180.26.214,51000,/SnapshotJPEG?Resolution
24.199.180.138,80,/axis-cgi/jpg/image.cgi
24.199.181.234,80,/axis-cgi/jpg/image.cgi
24.199.196.137,80,/SnapshotJPEG?Resolution
24.227.115.174,8000,NULL
24.227.127.158,80,NULL
24.227.54.162,8002,NULL
24.229.220.159,12401,/SnapshotJPEG?Resolution
24.248.52.234,80,/axis-cgi/jpg/image.cgi
24.39.139.182,4080,/axis-cgi/jpg/image.cgi
24.39.200.66,8001,/axis-cgi/jpg/image.cgi
24.39.200.66,8002,/axis-cgi/jpg/image.cgi
24.39.200.66,8003,/axis-cgi/jpg/image.cgi
24.39.200.66,8004,/axis-cgi/jpg/image.cgi
24.39.200.66,8005,/axis-cgi/jpg/image.cgi
24.39.200.66,8006,/axis-cgi/jpg/image.cgi
24.39.200.66,8008,/axis-cgi/jpg/image.cgi
24.39.200.66,8009,/axis-cgi/jpg/image.cgi
24.39.200.66,8010,/axis-cgi/jpg/image.cgi
24.39.200.66,8011,/axis-cgi/jpg/image.cgi
24.39.200.66,8012,/axis-cgi/jpg/image.cgi
24.39.200.66,8013,/axis-cgi/jpg/image.cgi
24.39.200.66,8015,/axis-cgi/jpg/image.cgi
24.39.200.66,8016,/axis-cgi/jpg/image.cgi
24.39.200.66,8017,/axis-cgi/jpg/image.cgi
24.39.88.218,80,NULL
24.43.81.166,81,NULL
24.48.143.162,80,NULL
24.48.143.164,80,NULL
24.5.140.48,18080,NULL
24.73.175.142,8081,NULL
24.97.25.202,8882,/SnapshotJPEG?Resolution
50.103.237.239,80,/axis-cgi/jpg/image.cgi
50.131.241.41,8000,/SnapshotJPEG?Resolution
50.197.185.21,80,/axis-cgi/jpg/image.cgi
50.23.201.243,80,NULL
50.42.35.86,80,NULL
50.79.36.69,8333,/axis-cgi/jpg/image.cgi
50.79.36.69,8334,/axis-cgi/jpg/image.cgi
50.81.159.169,6109,/axis-cgi/jpg/image.cgi
50.81.42.61,60003,/SnapshotJPEG?Resolution
50.83.92.65,84,NULL
50.88.204.231,50000,/SnapshotJPEG?Resolution
63.139.201.188,80,/record/current.jpg
63.139.27.218,8086,/axis-cgi/jpg/image.cgi
63.243.21.114,80,/axis-cgi/jpg/image.cgi
63.250.253.12,80,/axis-cgi/jpg/image.cgi
64.107.8.160,80,/SnapshotJPEG?Resolution
64.132.204.46,80,NULL
64.183.11.30,80,NULL
64.185.150.180,9010,/axis-cgi/jpg/image.cgi
64.194.64.83,80,NULL
64.203.236.169,81,/record/current.jpg
64.203.236.169,84,/record/current.jpg
64.203.238.95,80,/axis-cgi/jpg/image.cgi
64.40.221.14,80,NULL
64.45.234.36,40016,/record/current.jpg
64.5.44.170,80,NULL
64.57.178.86,80,/axis-cgi/jpg/image.cgi
64.65.207.128,80,/axis-cgi/jpg/image.cgi
65.113.219.177,80,/axis-cgi/jpg/image.cgi
65.113.219.179,80,/axis-cgi/jpg/image.cgi
65.34.28.66,80,NULL
65.41.26.8,8000,/axis-cgi/jpg/image.cgi
66.112.21.21,80,NULL
66.114.6.25,80,NULL
66.171.8.13,6023,/SnapshotJPEG?Resolution
66.171.8.13,6024,/SnapshotJPEG?Resolution
66.171.8.13,6032,/SnapshotJPEG?Resolution
66.180.102.33,8865,/axis-cgi/jpg/image.cgi
66.193.7.116,80,NULL
66.206.115.137,80,/SnapshotJPEG?Resolution
66.208.201.209,8085,/record/current.jpg
66.208.203.133,8083,/record/current.jpg
66.208.203.189,8088,/axis-cgi/jpg/image.cgi
66.216.161.65,80,NULL
66.64.209.98,80,/record/current.jpg
66.66.231.13,8081,/axis-cgi/jpg/image.cgi
66.66.27.252,8081,NULL
66.83.199.206,80,/axis-cgi/jpg/image.cgi
66.83.225.194,1122,/SnapshotJPEG?Resolution
66.83.225.194,1123,/SnapshotJPEG?Resolution
67.203.185.136,1500,/axis-cgi/jpg/image.cgi
67.208.36.233,80,NULL
67.23.214.82,80,/SnapshotJPEG?Resolution
67.246.111.39,9003,/SnapshotJPEG?Resolution
67.247.79.188,80,/SnapshotJPEG?Resolution
67.255.97.29,3001,/SnapshotJPEG?Resolution
67.255.97.29,50001,/SnapshotJPEG?Resolution
67.78.213.100,80,NULL
67.78.248.102,80,NULL
68.115.199.210,80,/record/current.jpg
68.115.253.194,1026,/record/current.jpg
68.172.214.226,5152,/SnapshotJPEG?Resolution
68.172.214.226,5153,/SnapshotJPEG?Resolution
68.172.214.226,5154,/SnapshotJPEG?Resolution
68.193.198.145,18080,NULL
68.213.208.250,3000,/axis-cgi/jpg/image.cgi
68.224.171.35,80,NULL
68.58.227.145,80,/axis-cgi/jpg/image.cgi
68.70.3.183,51000,/SnapshotJPEG?Resolution
68.8.178.138,443,/SnapshotJPEG?Resolution
69.106.12.181,80,NULL
69.106.12.187,80,NULL
69.127.67.57,82,/SnapshotJPEG?Resolution
69.128.96.210,8001,/SnapshotJPEG?Resolution
69.128.96.210,8002,/SnapshotJPEG?Resolution
69.15.201.209,85,NULL
69.181.163.12,8080,/axis-cgi/jpg/image.cgi
69.181.163.12,8081,/axis-cgi/jpg/image.cgi
69.215.52.46,80,/SnapshotJPEG?Resolution
69.49.101.51,80,NULL
69.49.96.16,80,NULL
69.55.78.18,80,/axis-cgi/jpg/image.cgi
69.6.98.250,80,NULL
69.89.172.75,80,NULL
70.46.124.138,80,/axis-cgi/jpg/image.cgi
70.46.124.139,80,/axis-cgi/jpg/image.cgi
70.46.124.140,80,/axis-cgi/jpg/image.cgi
70.46.124.142,80,/axis-cgi/jpg/image.cgi
70.60.251.67,80,/axis-cgi/jpg/image.cgi
70.60.251.68,80,/axis-cgi/jpg/image.cgi
70.60.251.69,80,/axis-cgi/jpg/image.cgi
70.60.251.70,80,/axis-cgi/jpg/image.cgi
70.60.251.73,80,/axis-cgi/jpg/image.cgi
70.60.251.74,80,/axis-cgi/jpg/image.cgi
70.60.251.75,80,/axis-cgi/jpg/image.cgi
70.60.251.76,80,/axis-cgi/jpg/image.cgi
70.60.251.78,80,/axis-cgi/jpg/image.cgi
70.60.251.79,80,/axis-cgi/jpg/image.cgi
70.60.251.80,80,/axis-cgi/jpg/image.cgi
70.60.251.81,80,/axis-cgi/jpg/image.cgi
70.60.251.82,80,/axis-cgi/jpg/image.cgi
70.60.251.83,80,/axis-cgi/jpg/image.cgi
70.60.251.84,80,/axis-cgi/jpg/image.cgi
70.60.251.85,80,/axis-cgi/jpg/image.cgi
70.60.251.86,80,/axis-cgi/jpg/image.cgi
70.60.251.87,80,/axis-cgi/jpg/image.cgi
70.60.251.88,80,/axis-cgi/jpg/image.cgi
70.60.251.89,80,/axis-cgi/jpg/image.cgi
70.60.251.90,80,/axis-cgi/jpg/image.cgi
70.60.51.164,10192,/axis-cgi/jpg/image.cgi
70.60.51.164,10197,/axis-cgi/jpg/image.cgi
70.61.192.9,80,/axis-cgi/jpg/image.cgi
70.61.208.236,80,NULL
70.61.214.74,81,NULL
70.88.55.122,10001,/record/current.jpg
70.88.55.122,10002,/record/current.jpg
70.88.63.138,80,NULL
70.90.0.57,801,/SnapshotJPEG?Resolution
71.102.254.46,7001,/axis-cgi/jpg/image.cgi
71.103.177.27,81,/SnapshotJPEG?Resolution
71.116.127.18,19328,/axis-cgi/jpg/image.cgi
71.137.156.249,8080,/SnapshotJPEG?Resolution
71.137.156.249,8090,/SnapshotJPEG?Resolution
71.15.106.165,80,NULL
71.164.146.125,80,/axis-cgi/jpg/image.cgi
71.180.171.96,1600,/record/current.jpg
71.200.200.43,60001,/SnapshotJPEG?Resolution
71.244.100.80,5191,NULL
71.40.167.187,80,NULL
71.43.10.26,80,/axis-cgi/jpg/image.cgi
71.43.235.82,82,/axis-cgi/jpg/image.cgi
71.43.67.186,5002,/SnapshotJPEG?Resolution
71.61.0.106,9000,NULL
71.68.67.141,80,/axis-cgi/jpg/image.cgi
71.77.41.212,80,/axis-cgi/jpg/image.cgi
71.84.199.103,65003,/record/current.jpg
71.9.9.105,80,/SnapshotJPEG?Resolution
72.17.163.242,80,/axis-cgi/jpg/image.cgi
72.18.232.138,80,NULL
72.18.232.141,80,/axis-cgi/jpg/image.cgi
72.18.56.130,1455,/SnapshotJPEG?Resolution
72.185.212.142,80,/axis-cgi/jpg/image.cgi
72.214.4.100,80,NULL
72.215.137.17,8091,/axis-cgi/jpg/image.cgi
72.242.0.180,80,NULL
72.26.44.96,8100,NULL
72.28.62.232,3000,/SnapshotJPEG?Resolution
72.28.62.232,50001,/SnapshotJPEG?Resolution
72.28.62.232,50002,/SnapshotJPEG?Resolution
72.28.62.232,50003,/SnapshotJPEG?Resolution
72.28.62.232,50004,/SnapshotJPEG?Resolution
72.28.62.232,50006,/SnapshotJPEG?Resolution
72.28.62.232,60001,/SnapshotJPEG?Resolution
72.45.197.22,80,NULL
72.45.34.25,8084,/record/current.jpg
72.54.25.146,8080,/axis-cgi/jpg/image.cgi
72.54.60.177,80,NULL
72.67.3.132,2001,NULL
72.91.84.123,4000,/SnapshotJPEG?Resolution
74.100.65.142,22,/SnapshotJPEG?Resolution
74.101.248.2,80,/SnapshotJPEG?Resolution
74.101.248.6,80,/SnapshotJPEG?Resolution
74.125.192.141,80,/axis-cgi/jpg/image.cgi
74.142.49.38,8000,/axis-cgi/jpg/image.cgi
74.2.235.98,81,/axis-cgi/jpg/image.cgi
74.208.144.176,80,NULL
74.208.22.176,80,NULL
74.208.237.251,80,/axis-cgi/jpg/image.cgi
74.212.142.178,80,/SnapshotJPEG?Resolution
74.235.131.150,8000,NULL
74.238.54.36,8090,/axis-cgi/jpg/image.cgi
74.36.209.219,50000,/SnapshotJPEG?Resolution
74.36.209.219,50001,/SnapshotJPEG?Resolution
74.53.195.98,8080,NULL
74.62.17.53,80,NULL
74.62.193.106,1111,NULL
74.7.105.87,80,/axis-cgi/jpg/image.cgi
74.76.132.24,8080,/axis-cgi/jpg/image.cgi
74.93.171.150,50001,/SnapshotJPEG?Resolution
74.95.172.68,8100,/axis-cgi/jpg/image.cgi
74.95.255.21,80,/axis-cgi/jpg/image.cgi
74.98.23.237,50000,/SnapshotJPEG?Resolution
75.109.188.3,2023,/SnapshotJPEG?Resolution
75.145.180.158,6004,NULL
75.147.125.253,80,/SnapshotJPEG?Resolution
75.151.224.1,80,NULL
75.151.65.13,80,/SnapshotJPEG?Resolution
75.36.138.116,80,/axis-cgi/jpg/image.cgi
75.88.191.45,80,/axis-cgi/jpg/image.cgi
76.190.131.221,8081,/axis-cgi/jpg/image.cgi
76.190.131.221,8082,/axis-cgi/jpg/image.cgi
76.21.118.95,8080,/axis-cgi/jpg/image.cgi
8.26.112.22,80,NULL
8.26.246.117,8001,/axis-cgi/jpg/image.cgi
8.5.1.16,80,NULL
96.10.1.168,80,/axis-cgi/jpg/image.cgi
96.10.119.76,80,/axis-cgi/jpg/image.cgi
96.226.220.227,8001,/SnapshotJPEG?Resolution
96.251.72.77,50050,/SnapshotJPEG?Resolution
96.252.141.182,5000,/SnapshotJPEG?Resolution
96.27.252.152,80,/axis-cgi/jpg/image.cgi
96.27.252.154,80,/axis-cgi/jpg/image.cgi
96.37.72.219,80,/axis-cgi/jpg/image.cgi
97.79.15.119,49200,/record/current.jpg
98.100.73.110,1025,/axis-cgi/jpg/image.cgi
98.101.223.10,8051,/SnapshotJPEG?Resolution
98.101.223.10,8073,NULL
98.101.223.10,8213,NULL
98.101.223.10,8251,/SnapshotJPEG?Resolution
98.101.223.10,8252,/SnapshotJPEG?Resolution
98.102.130.126,81,NULL
98.102.130.126,82,NULL
98.136.187.13,80,NULL
98.138.19.143,80,NULL
98.139.135.198,80,NULL
98.173.25.186,92,NULL
98.210.130.201,80,/axis-cgi/jpg/image.cgi
98.238.252.97,80,/axis-cgi/jpg/image.cgi
99.116.242.5,1955,/SnapshotJPEG?Resolution
99.139.49.207,80,NULL
99.90.61.128,80,/axis-cgi/jpg/image.cgi
207.251.86.238,80,/cctv10.jpg
207.251.86.238,80,/cctv106.jpg
207.251.86.238,80,/cctv11.jpg
207.251.86.238,80,/cctv112.jpg
207.251.86.238,80,/cctv114.jpg
207.251.86.238,80,/cctv115.jpg
207.251.86.238,80,/cctv116.jpg
207.251.86.238,80,/cctv12.jpg
207.251.86.238,80,/cctv120.jpg
207.251.86.238,80,/cctv122.jpg
207.251.86.238,80,/cctv127.jpg
207.251.86.238,80,/cctv128.jpg
207.251.86.238,80,/cctv129.jpg
207.251.86.238,80,/cctv130.jpg
207.251.86.238,80,/cctv134.jpg
207.251.86.238,80,/cctv14.jpg
207.251.86.238,80,/cctv143.jpg
207.251.86.238,80,/cctv145.jpg
207.251.86.238,80,/cctv148.jpg
207.251.86.238,80,/cctv15.jpg
207.251.86.238,80,/cctv159.jpg
207.251.86.238,80,/cctv16.jpg
207.251.86.238,80,/cctv162.jpg
207.251.86.238,80,/cctv163.jpg
207.251.86.238,80,/cctv166.jpg
207.251.86.238,80,/cctv171.jpg
207.251.86.238,80,/cctv172.jpg
207.251.86.238,80,/cctv173.jpg
207.251.86.238,80,/cctv178.jpg
207.251.86.238,80,/cctv18.jpg
207.251.86.238,80,/cctv181.jpg
207.251.86.238,80,/cctv185.jpg
207.251.86.238,80,/cctv19.jpg
207.251.86.238,80,/cctv191.jpg
207.251.86.238,80,/cctv194.jpg
207.251.86.238,80,/cctv2.jpg
207.251.86.238,80,/cctv201.jpg
207.251.86.238,80,/cctv202.jpg
207.251.86.238,80,/cctv22.jpg
207.251.86.238,80,/cctv223.jpg
207.251.86.238,80,/cctv25.jpg
207.251.86.238,80,/cctv254.jpg
207.251.86.238,80,/cctv26.jpg
207.251.86.238,80,/cctv261.jpg
207.251.86.238,80,/cctv263.jpg
207.251.86.238,80,/cctv27.jpg
207.251.86.238,80,/cctv281.jpg
207.251.86.238,80,/cctv290.jpg
207.251.86.238,80,/cctv294.jpg
207.251.86.238,80,/cctv296.jpg
207.251.86.238,80,/cctv297.jpg
207.251.86.238,80,/cctv299.jpg
207.251.86.238,80,/cctv3.jpg
207.251.86.238,80,/cctv303.jpg
207.251.86.238,80,/cctv304.jpg
207.251.86.238,80,/cctv305.jpg
207.251.86.238,80,/cctv309.jpg
207.251.86.238,80,/cctv314.jpg
207.251.86.238,80,/cctv315.jpg
207.251.86.238,80,/cctv316.jpg
207.251.86.238,80,/cctv317.jpg
207.251.86.238,80,/cctv320.jpg
207.251.86.238,80,/cctv321.jpg
207.251.86.238,80,/cctv322.jpg
207.251.86.238,80,/cctv323.jpg
207.251.86.238,80,/cctv327.jpg
207.251.86.238,80,/cctv328.jpg
207.251.86.238,80,/cctv329.jpg
207.251.86.238,80,/cctv330.jpg
207.251.86.238,80,/cctv338.jpg
207.251.86.238,80,/cctv339.jpg
207.251.86.238,80,/cctv340.jpg
207.251.86.238,80,/cctv341.jpg
207.251.86.238,80,/cctv349.jpg
207.251.86.238,80,/cctv350.jpg
207.251.86.238,80,/cctv351.jpg
207.251.86.238,80,/cctv352.jpg
207.251.86.238,80,/cctv353.jpg
207.251.86.238,80,/cctv355.jpg
207.251.86.238,80,/cctv357.jpg
207.251.86.238,80,/cctv359.jpg
207.251.86.238,80,/cctv361.jpg
207.251.86.238,80,/cctv369.jpg
207.251.86.238,80,/cctv371.jpg
207.251.86.238,80,/cctv373.jpg
207.251.86.238,80,/cctv374.jpg
207.251.86.238,80,/cctv375.jpg
207.251.86.238,80,/cctv376.jpg
207.251.86.238,80,/cctv378.jpg
207.251.86.238,80,/cctv382.jpg
207.251.86.238,80,/cctv383.jpg
207.251.86.238,80,/cctv384.jpg
207.251.86.238,80,/cctv385.jpg
207.251.86.238,80,/cctv386.jpg
207.251.86.238,80,/cctv387.jpg
